model,accuracy,precision,recall,f1_yes,f2_yes,roc_auc,pr_auc
Baseline (DummyClassifier),0.8015217743241055,0.11143695014662756,0.10919540229885058,0.11030478955007257,0.10963646855164455,0.49931581828133553,0.11254075163896718
